username,comment,time,labeling,kategori
user 45,Lucu yg blg stefan menghabiskan masa muda haha.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dulu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tanggung jawabnya tinggi,-,0,Not Bully
user 45,Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,-,0,Not Bully
user 45,"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",-,0,Not Bully
user 45,"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",-,0,Not Bully
user 45,Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,-,0,Not Bully
user 45,Sukak cewe cantik dan kemauan blajarnya tinggi ???,-,0,Not Bully
user 45,"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",-,0,Not Bully
user 45,"Semangat batman <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",-,0,Not Bully
user 45,ya udah .salam knl ya mbak seneng bisa knl sm mbak. Sebagai manusia kita saling ingetin.ya sebagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..ya udah mbak kita cabut aja ya dari komen di foto ni nnt kita jd korban dy sel,-,0,Not Bully
user 45,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",-,0,Not Bully
user 45,"Seorang presiden tanpa embel"" gelar .. bangga sekali",-,0,Not Bully
user 46,Proud of you Indonesia. God bless Indonesia,-,0,Not Bully
user 46,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,-,0,Not Bully
user 46,Ikut bangga pastinya ??,-,0,Not Bully
user 46,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,-,0,Not Bully
user 46,Suka bgt sm pidatox dy cara pembawaannya bgtu elegan dan berwibawah pantas mmg dy mendapatkan.salut,-,0,Not Bully
user 46,aku percaya kak niki orangnya jujur semangat kak niki???? hebat,-,0,Not Bully
user 46,"m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di depan, sok baik, sok teraniaya dan jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial",-,0,Not Bully
user 46,cantik alami tanpa perlu bedak tebel dan gaya bak tante2,-,0,Not Bully
user 46,Cantik dan gagah mudahan lancar dampe hari h,-,0,Not Bully
user 47,"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu.",-,0,Not Bully
user 47,"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",-,0,Not Bully
user 47,"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",-,0,Not Bully
user 47,"Beruntung banget deh mba <USERNAME> dapet mas <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA",-,0,Not Bully
user 47,Semoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,-,0,Not Bully
user 47,"Dear...Bpk <USERNAME> cara berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tapi tetap gagah semoga bpk <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dari saya yg selalu mengagumi bpk :-)",-,0,Not Bully
user 47,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin...",-,0,Not Bully
user 47,"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh",-,0,Not Bully
user 47,Terimakasih Ibu <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi,-,0,Not Bully
user 47,"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",-,0,Not Bully
user 47,"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa seperti eyang Habibie ????????????????????????",-,0,Not Bully
user 47,"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",-,0,Not Bully
user 47,Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersamaa keluarga ??????,-,0,Not Bully
user 47,Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????,-,0,Not Bully
user 47,Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????,-,0,Not Bully
user 47,Bu <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta,-,0,Not Bully
user 47,"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak",-,0,Not Bully
user 47,Terima kasih pak SBY & ibu Ani yg selalu menemani beliau..& sudah memberikan Kontribusinya yg sangat Luar biasa kepada Indonesia selama 10 tahun memimpin..semoga selalu bahagia & sehat selalu..amin,-,0,Not Bully
user 47,Setiap caption yang di buat ibu..dan setiap kali saya membaca captionnya secara tidak langsung saya belajar bahasa Inggris ... Terima kasih ibu... Secara personal saya tdk mengenal ibu Anie tp saya yakin betapa bangganya Anak Cucumu bisa kamu didik ibu menjadi generasi bangsa yang mandiri dan unggul ... Sehat terus ibu .. Semoga Cinta Kasih dalam Keluarga selalu engkau tebarkan untuk mereka ...,-,0,Not Bully
user 47,"Assalamualaikum ibu yang terhormat. salam dari kami sekeluarga di banda Aceh. kami semua sangat membanggakan keluarga ibu yang sangat membahagiakan kami bila melihat nya. sikap etika perilaku keluarga ibu sungguh sangat bijaksana apalagi mas agus, ibu.. suami saya terlebih lagi sangat yakin pada saat bapak mencalonkan diri jadi presiden dulu beliau sangat bangga pada bapak salam hangat dan perkenalan dari keluarga kami ya bu (Darmanto Rapi photo studio)",-,0,Not Bully
user 47,"senang liat ibu dan bpk sby menikmati hari tua brsama cucu tercinta ,, sehat trs ya memo dan pepo ,,, Allah SWT melindungi memo dan pepo dan kel #kisss",-,0,Not Bully
user 47,Semangat mebangun indonesia yg lebih maju pak jokowi ????,-,0,Not Bully
user 47,"Artis berkualitas, wajahnya itulohhh berkualitas bgt hihi.. Cantik bangetsss.. Top deh.. Ga pake drama dan gimick idupnya hihi.. Tajir tp. Sederhana",-,0,Not Bully
user 47,Mba via sptnya siyok melihat kejamnya dunia per artis an... mudah2an tetep sabar tetep berkarya dg baik... ????,-,0,Not Bully
user 47,"Selalu suka sama via,org nya jujur apa adanya kaga gimmick2an hidupnya..hitam ya hitam,putih ya putih..kl ngomong blak2an,kl ngga suka dy ngomong jd ga pura2(gw banget sih),apa adanya ga munafik..sprti ajaran ortu gw..jangan suka memberi senyum kepalsuan????ga kaya artis yg onoh noh yg mulutnya lebar kya gorong2,tukang ngibul,munfik bgt kl ditanya wartawan jg jawabnya,perilaku ama omongan ga balance????",-,0,Not Bully
user 47,"Go a head Via...... Cuekin ajalah, udah biasa itu dalam pergaulan dunia kerja dan masyarakat biasa, apalagi pergaulan ertong. Pastilah ada yg gatel bin sirik kalo liat orang sukses, anggep aja kuman gak usah dibikin status, malah kesenengan mereka ada bahan buat ngetawain. Betul nggak?? ??????",-,0,Not Bully
user 47,Gagah kali abang borisq ini.. Kalo gk bc nmx bener2 gk ngeh kalo itu bang boris...??,-,0,Not Bully
user 47,Weewww bangga kali aku liatnya bang <USERNAME> pake baju adat karo.... Syip,-,0,Not Bully
user 47,Bagus banget baju dan pengantinya happy weding,-,0,Not Bully
user 47,MasyaAllah . bagus banget ..,-,0,Not Bully
user 47,Gileee suaraaanyaa.. kereen parah.. sukak,-,0,Not Bully
user 47,Lebih keren dr penyanyi aslinya,-,0,Not Bully
user 47,Kereeeeeeeeeeeeeeennn sampe merinding brrrrr,-,0,Not Bully
user 47,Yatuhan suaranyaaaaaaa bagus bangetttttttt,-,0,Not Bully
user 47,"Keren suaranya super merdu. Coba ikut audisi nyanyi, pasti bakatnya bs tersalurkan",-,0,Not Bully
user 47,Bagus drpd beberapa artis yg modal tampang doang pdhl suara juga jelek. Mendingan mas ini yg nyanyi. Emg dasar nasib org yak gk ada yg tau. Semoga masnya bisa sukses,-,0,Not Bully
user 47,"Dengerin ini sampe bulu kuduk naik saking bgusnya, masyaallah apik bgt suaranya",-,0,Not Bully
user 47,Subhanallah tergetar hati dengar suara nya,-,0,Not Bully
user 47,Masa allah suaranya bagus banget cantik lagi orangnya idaman semua cowo,-,0,Not Bully
user 47,"Bagusss suaranya, penampilannya juga sesuai anak sekolahan, natural dan sesuai dengan usia nya",-,0,Not Bully
user 47,Kerennnn suaranya bagus,-,0,Not Bully
user 47,"Cantik, polos, apa adanya tapi keliatan berbakat. Semoga kalau udah tenar gek jadi selebgram, kalian ga kaya2 si mba Novilda ya dek yg kehilangan arah. Tetaplah begini,jangan cepat tumbuh dewasa dan terus asahlah bakat kalian, Allah bless you both.",-,0,Not Bully
user 47,"Bagus iniii, ga kaya yg pingin terkenal, rambut di alus2in dlu. Muka di makeup dl. Biar dikamera keren hahaha. Kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ????",-,0,Not Bully
user 47,Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??,-,0,Not Bully
user 47,Alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede,-,0,Not Bully
user 47,aduhh kerennnn suaranya enak . nge jazz2 gimanaa gtu . muka mah belakangan aja . ntr klo udh tenar juga muka mengikuti hahahahahaha . skill dlu nomer 1 . ini batu abege jaman now ????????,-,0,Not Bully
user 47,Kereeen nih...enak bgt didengernya...gak bosen puter ulang2...daripada yg lipsing2 gajelas joget2 gitu...,-,0,Not Bully
user 47,waduuhhh...Kereeen bangeeet dedek2 emeesh,-,0,Not Bully
user 47,Kalo aku sih yes bingits...coba ya seandaix anak2 buat video sprt gini atau video kreativ lainnya kan bagus daripada buat video mesum..atau ngelem dll yg berbau negativ bikin dosa dan maluin ortu dan diri sendiri,-,0,Not Bully
user 47,Bagussss + dandannya natural ga banyak permak kayak anak jaman now lainnya ????????????,-,0,Not Bully
user 47,Kereeeeennnn padahal nyanyinya santai banget ????????????,-,0,Not Bully
user 47,Polossss...keren....ga neko2 kayaknya...jossss,-,0,Not Bully
user 47,Yesssssss !!!!! Bagus bgt !!! ?????? Kids jaman now yg begini yg dikasih jempolllll ????????,-,0,Not Bully
user 47,Wajah2 anak skul bgt yaakk mase alami bgt suka liatnya ???? lagu ma suara keren palg yg pake bando suaranya mantap ??????,-,0,Not Bully
user 47,Keren suaranya dasarnya cantik tinggal di poles dikit bersinar??????,-,0,Not Bully
user 47,"Pembagian suaranya pas banget,pecah suaranya jg cakep",-,0,Not Bully
user 47,keren bgt suaranya.tinggal dipermak aja biar tambah cantik.viralkann....,-,0,Not Bully
user 47,Kereeeennnnnn... suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa..,-,0,Not Bully
user 47,"Yes yes yes..kirain lypsinc habisnya mirip sih suaranya,eh pas dua2nya nyanyi bareng baru ngeh asli..kereennn",-,0,Not Bully
user 47,Keren yg penting punya bakat dulu ntar jg kalo udah jd artis banyak duit mukanya bisa cemerlang,-,0,Not Bully
user 47,Keren min orang2 yg berbakat kaya gini yg harus di up ke publik????????,-,0,Not Bully
user 47,Kereeen bgt suaranya. Nah kyk gini dong kids jaman now...??,-,0,Not Bully
user 47,merinding... bagus poll... di jaga ya dek kepolosannya... ???? jng smpek kyk si aw2 dkk.. ??????,-,0,Not Bully
user 47,"Kereenn sumpaah,, kebangetan bagusnya..??",-,0,Not Bully
user 47,Ya ampun lakiknya ganteng. Rini nya juga cantik. Mungil pula skrg.,-,0,Not Bully
user 47,"Suaminya swett... keliatannya syg bgt ma istrinya, ganteng lagi... Haaaaaaa ?? so swett lah... Smg langgeng selalu�",-,0,Not Bully
user 47,"Wah Mbak Rini hamil ya ?? Selamat ya mbak semoga kandungannya sehat"" aja & juga mbak rininya , makin bahagia di hamil yang pertama , dan semoga lancar di proses persalinannya nanti ????",-,0,Not Bully
user 47,"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa",-,0,Not Bully
user 47,Kalo pasangan cantik + ganteng suka deh liatnya?,-,0,Not Bully
user 47,"Wah akhirnya hamil lagi juga. Selamat ya mbak Sandra semoga kehamilannya makin sehat"" saja , makin fit dan semoga lancar di prosesi persalinannya nanti. Wah udah jadi calon ibu nih",-,0,Not Bully
user 47,ikutan happy....sukakkk bgt sm nih couple...salah satu pasangan sempurna menurut gw,-,0,Not Bully
user 47,"Pernah lihat di infotainment sebelum nikah, wkt ditanya persiapannya jelang pernikahan, sandra dewi bilang kalo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah, krn mereka suka anak kecil, bahkan mereka sdh prepare program2 yg akan mereka lakukan kalo dlm wkt dekat blm dikasih anak, but finally...congrats...semoga lancar dan sehat trs sampe lahiran ??????",-,0,Not Bully
user 47,Keluarga ter-humble ter-sempurna ter-sederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain ??????????,-,0,Not Bully
user 47,"Bunda maia cantik semoga slalu sukses, sehat trs ya cantik wajahnya secantik hatinya",-,0,Not Bully
user 47,"Artis yg gue kaguminn.. Nikah muda, ga neko2, syg keluarga syg suami,, mengutamakan anak2.. Ga puyeng ama dunia hiburan dan ke artisann.. Padahal tajirrr mampuss.. Plus ga alayy dan ga aneh2.. Salutt ama niaa.. Semoga selalu samawa.. Yaa nia and famzz???????????????????????????????",-,0,Not Bully
user 47,"iya aku sih jujur bukan fans Nia, biasa aja sama dia, pas dia tenar banget sama sinteronnya juga aku biasa aja. Tapi makin ke sini kalau soal urusan keluarga, aku salut ama dia. Dia kan masih muda ya itungannya, sama aku cuma beda 2-3 t",-,0,Not Bully
user 47,Semenjak hbs nikah auranya keluarr bgt. Suaminya jg kliatan syg dan nia nya kliatan baik gt tulusss.. sukak deh liatnya.,-,0,Not Bully
user 47,Mungkin si mba nya marah2 karna ada kata2 yg ga enak dr yg komen..wajar lah kl dia marah..toh itu kan cuma foto biasa aja.. Ko jadi malah mba nya yg di bully..sampe bawa2 fisik sgala.. Kan ga bgus.. Pinter2 lah kita mnyikapi medsos.. ????,-,0,Not Bully
user 48,Cantik banget yak.. Punya anak cewe begini puyeng kali yak jagain nya ??????,-,0,Not Bully
user 48,"iya betul mba. Ariel gak ganteng. Tapi ariel punya kharisma yg menarik. Udah tua pun sekrang agak keriput wajahnya ttp aja kharisma nya sebagai lelaki keliatan lebih terpancar. Buktinya mama, dan tante saya makin tergila2 sama ariel dan sa",-,0,Not Bully
user 48,"Jadi manusia Saling menghargailah, kalo tulisan yg ditulis itu tidak berguna bahkan menyakiti hati orang lain. Ya sebaiknya tidak usah tulis. Pergunakan sosmed dengan smart ya guys!!",-,0,Not Bully
user 48,entah kenapa kalo liat <USERNAME> bergaya apapun ttp kliatan bagus... suka sama lgu nya.. sukses trus kak,-,0,Not Bully
user 49,banyak bangat emasnya.jadi salpok diemasnya.tp sumpah lagunya dan music nya keren banget.apalagi konsep mv nya ia ambil handel.kan keren menurut saya.kalo denada taro kutang diluar itu krn masih minim perestasi.tp kalo agnes itu hal wajar.prestasi dan dunia fashion kalo artis indonesia ia selalu unggul.krn ia berani meski gak cocok ia pake,-,0,Not Bully
user 49,"Coba deh yang pada kritik2 itu bikin karya sendiri, siapa tau lebih bagus dari yang mereka kritik",-,0,Not Bully
user 49,"Pada protes kenapa sih??yang protes itu coba usaha deh..Jangan kira usaha dia pendek ya!!.Butuh waktu lama dia agar bisa go international.Jangan cuma protes,klau pengen yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international",-,0,Not Bully
user 49,"Keren, ga suka ma agnes, tp suka ma lagu ini, dan jd suka jg ma yg nyanyi, santai lagunya tp asyik",-,0,Not Bully
user 49,"Bandingin lagu Go Internasional yang paling ngena di gue ini seru enak didenger....... Tapi tumben agnes gak memberikan bumbu Indonesianya kaya ada Batik"" gitu atau apa..",-,0,Not Bully
user 49,"Nah ini baru keren, daripada mba mba superman hahaha",-,0,Not Bully
user 49,"Sumpah gua suka bgt sama lagu dia yg ini, asik bgt di dengernyaa",-,0,Not Bully
user 49,Enak banget mak lagu2 dialbumnya paling suka yg inih sm beautiful mistake,-,0,Not Bully
user 49,Mantap .gw suka bngt ama agnes.karena dy artis yg bertalenta .dan ke kayaan dy ga pernah dipamer ky artis ygblain.gw suka dy ga pernah pamer.keren bngt,-,0,Not Bully
user 49,enakk musik nyaa . apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa,-,0,Not Bully
user 49,"Asik bgts dancenya,apa lg lagunya mancappppp",-,0,Not Bully
user 49,Ganteng banget meski aura... Kenceng banget & diragukan.semoga langgeng mami..,-,0,Not Bully
user 49,"Mami depe cantik banget. Awet muda, ngga kalah sm penyanyi pendatang baru. Semoga samawa... <USERNAME>",-,0,Not Bully
user 49,Ganteng yesss. Mami cuco deh sama babang. Semoga langgeng ya unchhh lope mami,-,0,Not Bully
user 49,Mbak dewi jadi lebih sabar keliahatannya... Keren semoga semakin langgeng,-,0,Not Bully
user 49,Soal pasangan hidup ijk salut sih sama mami depe.. ga matre dan neko2.. yg penting single dan cocok doi mau diajak merit.. ga kyk tetangga sblh saking matrenya suami org di embat jg..,-,0,Not Bully
user 49,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat selalu dlm berkarya,-,0,Not Bully
user 49,Muantepp ganteng...selamat menempuh hidup baru mg langgeng rumah tangganya bahagia dan selladem ayem...??????,-,0,Not Bully
user 49,"Mba depe langgeng yo karo masny.mba ibuku ngefans bgt sm mba depe dri mba sm mas saiful dulu smpe2 blng jdi pembntuny gapapala ktny,pgn bgt ktmu mba depe ibuku kami dijambi mba",-,0,Not Bully
user 49,Jangan di dengar kata 2 yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,-,0,Not Bully
user 49,"Cakep,ganteng pacarnya dewi persik,udah ini aja jgn ganti lg yaa dewi",-,0,Not Bully
user 49,"Beruntungnya Bella.. Orang2 jadi fokus ama komen lakinya. Coba kalo ngga, pasti model bajunya yang diceramahin ama netizen ??",-,0,Not Bully
user 49,Beginilah pasangan suami istri yg normal.. Romantisme hanya dia dan istri yg tau. Ga perlu diumbar.. Tp dijaga. Yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya.,-,0,Not Bully
user 49,"Naksir Ama ceweknya, kayanya lembut banget Kaya bolu ??",-,0,Not Bully
user 49,Cewex luar biasa cntik... Cowox.. Mmmmhh hehe,-,0,Not Bully
user 49,"Cewenya cantikk, the power of tajir ??",-,0,Not Bully
user 49,Alhamdulillah lebih ganteng babang Emran ya <USERNAME> ??,-,0,Not Bully
user 49,"Alhamdulillah <USERNAME> gak jadi sama yg ini... engku emran masyaallah ganteng, anteng, sabar, sholeh, penyanyang, senyumnya cute.. baper dech",-,0,Not Bully
user 49,Cantik manis cewe nya .. cocok ajalah,-,0,Not Bully
user 49,"Cewenya manis, cakepan yg skrg Dr yg kmrn ga jd.",-,0,Not Bully
user 49,yg ini lbh cantik sih. hebat jg ni lakik ciwik nya cakep2 lho..,-,0,Not Bully
user 49,Semoga betul kalo sma yg ini mh....klo bella mah udah dapet yg amat sangat pas lah????,-,0,Not Bully
user 49,"Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu??? ??????",-,0,Not Bully
user 49,Yaampun cantiikk bangett aslii! Angguunn ??,-,0,Not Bully
user 49,euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya. Lebih WOW... ?? terbaik ?? terpelihara hehe,-,0,Not Bully
user 49,"Cantiik, senyumnya mirip Maudy Kusnaedi",-,0,Not Bully
user 49,"Dari kisah jevin radhini rini gue jd belajar 1 hal. ""Kalau memang jodohmu, maka akan ada saja jalanNya"". Gue kebetulan ngikutin dr awal. Gue nonton pas live the remix jevin ngomong 'itu pacar saya nonton' sambil nunjuk radhini. Gue jg nntn pas jevin meluk radhini erat bgt di backstage stlh lolos ke final. Keliatan jevin ini anaknya gentle, tulus dan penyayang. Tapi Allah maha pembolak-balik hati. Mei '15 jevin radhini pcrn, sept '15 jevin rini dipasangin the remix, Des '15 final the remix, jan '16 jevin radhini putus, feb '16 jevin rini pcrn, april '16 jevin ngelamar rini, feb '17 jevin rini tunangan, mei '17 jevin rini nikah. Allah works in many ways??. Allah's plan is better than our plan. Jevin yg dulunya berfikiran akan nikah umur 30, siapa sangka di umur 25 dan dlm waktu pcrn baru 2 bulan udah yakin ngajakin anak orang nikah. Ah, happy wedding soundwave. Bahagia selalu??",-,0,Not Bully
user 50,"Kalau kita bisa mengartikan jodoh,ini lah yang di bilang jodoh.cantik lahir batin tapi kl ga jodoh perpisahanlah yang terbaik..",-,0,Not Bully
user 50,Pingkan ni suaranya enak banget.. bindeng2 gimana gt.. berciri khas.. ibarat gw merem denger suaranya gw udah langsung tauk,-,0,Not Bully
user 50,Hatinya terbuat dari apa ya .. Mbaa gigi yang berhati luarbiasanya ajah sampe di benci .. Cobaa sebutin heternya mbaa kesalahan apa yang mba gigi lakukan :'( duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa,-,0,Not Bully
user 50,"Suka banget banget nih sama ni artis, gak neko neko, ternyata masih lahiran 1996 ??????",-,0,Not Bully
user 50,"alhamdulillahhh... ada juga yang ngepost ayangnya Ibel.... biarin deh damai seisi dunia.... masing2 sdh punya pasangan, jadi engga ada lg yang bilang Ibel PHO.... Happy b""day Ibel",-,0,Not Bully
user 50,"Ini kakaknya murid2ku waktu msh ngajar di sekolah internasional mihil. Anaknya cantik2 dan si ibu dan bpk ramah dan baik bngt. Seluruh sepupunya di sekolah yg sama, yg uang masuknya aja 70 jtan lbh/siswa. Ga tau skrg brp.",-,0,Not Bully
user 50,"justru karena ka bella sholehah, punya penghasilan sendiri, dan cantik jadi Allah mau kasih jodoh yang lebih baik lagi..",-,0,Not Bully
user 50,"Mbak bela, nikahnya berdasarkan atas dasar agama mbak yg diutamakan ya. Biar laki2nya dpt yg baik. Saya yakin banyak laki2 yg baik dan kaya raya yg mau nikahin mbak",-,0,Not Bully
user 50,Duh geulis kitu ditinggal sama yg 'itu' duuuhhhh hahaha jodohnya pasti Allah kasih yg lebih baik Teeeh ??,-,0,Not Bully
user 51,"Bu Ameeel.... udah lama ga ke bank,kangen bu Amel yg cantik,ramah,baik ama kangen tentengannya hihiii ????. Nanya si mba bu Amelnya pindah rumah dan lg hamil. Sehat2 yaa bu Amel,salam buat Annabel",-,0,Not Bully
user 51,"Ambil positifnya aja mbak toh oma nani yang menjalankan, mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu <USERNAME>",-,0,Not Bully
user 51,"Alesha arti namanya : Yang dilindungi Allah....aamiin yra, ya nak....",-,0,Not Bully
user 51,Semoga anak nya besok pas bangun langsung jd dewasa biar bisa bakal jodoh saya???? pasti gedenya ntar sama cakep kek kakaknya Fahri..,-,0,Not Bully
user 51,min minta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini. Aamiin,-,0,Not Bully
user 51,"Waaah.... Hamil Malah makin cantik, cew kali yeee debay nya.... ??",-,0,Not Bully
user 51,mba acha cantik banget banget banget !! buat calon ibu yg blm di kasih momongan sm Allah smoga di segerakan ya ??,-,0,Not Bully
user 51,"Gemulai'nya Momo,, Bak Putri keraton Jawa,,, semoga bersatu selama'nya dan cuma Maut yg memisah'kan,, Gbu...",-,0,Not Bully
user 51,Berasa kaya mau manggung kk <USERNAME> ?? semoga lancar dan cepat punya momongan biar Ada Princess Kecil MoMo atau gak prince ??,-,0,Not Bully
user 51,"waaahhh sm dokter sigit ya, ini dokter the best banget, baik banget, humble orgnya, recomend banget buat yg mau program dan kehamilan ??",-,0,Not Bully
user 51,"Ashanti bunda the best, Selalu belain/support anaknya. Meskipun bkn anak kandung??",-,0,Not Bully
user 51,Semua orang berhak untuk melakukan apapun yg mereka suka.. Asal ga merugikan dirinya ataupun oranglain.. Mau aurel dandan berlebihan atau natural itu hak dia.. Apalagi aurel pinter banget dandannya.. Keliatan cantiiik banget.. ????,-,0,Not Bully
user 51,Beruntung si aurel dpt ibu sambung kaya ashanti . <USERNAME>,-,0,Not Bully
user 51,salut ma bunda <USERNAME> .. meskipun ibu sambung.. tpi selalu jdi org yg paling depan membela aurel dan azriel dari para hatters..,-,0,Not Bully
user 51,"Keren ya ashanty segitu sayangnya sama anak nya(padahal bukan anak kandung), yang ibu kandung aja blm tentu begitu. Ini orang hatinya kek bidadari di tv tv. Beruntung banget itu aurel azriel punya ibu tiri macam dia",-,0,Not Bully
user 51,"Salut buat Bunda <USERNAME> selalu yg terdepan melindungi anak""yah...mengalahin ibu kandung sendri yg cuma Diam aja...bt aurel pa yg salah pd dya juga Manusia ciptaan Allah kalau pun Dya lbh segla yh dari yg suka nyinyiir mslh penampilan berarti dah nasib tuuh orang ga bisa seperti Aurel yg lbh baek dan bgs dari yg nyinyiiir..",-,0,Not Bully
user 51,Ibu tiri terhebat..... Ntr palingan klo dah 20an dia baru perawatan .skrg msh muda kasian klo di paksa perawatan .cm ya paling tutup mata tutup kuping skrg mah,-,0,Not Bully
user 51,"aurel itu cantik tau. Pernah liat asli nya kok. Org sirik itu yg menjelek jelekannya. Padahal muka sendiri belum tente lebih cantik dan muda daripada aurel. aurel difoto nampak putib bilangnya suntik putih, kelihatan hitam dibilang gk bisa ra",-,0,Not Bully
user 51,"Astagfirullah... Mbak tolong ucapannya dijaga ya, ALLAH menciptakan manusia dengan sempurna, kok mbak ngomongnya kayak gitu. Aurel cantik kok, wajar manusia ada kekurangannya. Dan mbak Ashanti wajar belain anaknya, bukan caper ya mbak, sia",-,0,Not Bully
